STNAME,CTYNAME,POPESTIMATE2020,GEOID,MEDIAN_HOUSEHOLD_INCOME,CENTROID
Iowa,Adams County,3710,19003,58973,POINT (108485.43114787014 2002992.223536766)
Iowa,Allamakee County,14069,19005,60743,POINT (373064.7002291031 2263465.123674786)
Iowa,Appanoose County,12283,19007,53589,POINT (262191.1574563244 1974561.1044156328)
Iowa,Audubon County,5680,19009,60504,POINT (90422.11870053002 2076124.0353873295)
Iowa,Benton County,25550,19011,82762,POINT (323284.56958669936 2126557.9327019374)
Iowa,Black Hawk County,131049,19013,62020,POINT (301833.2504475484 2169391.768763673)
Iowa,Boone County,26702,19015,74896,POINT (170074.39818605446 2116849.5030234633)
Iowa,Bremer County,25007,19017,83797,POINT (299476.6207329439 2203335.5308465688)
Iowa,Buchanan County,20606,19019,70498,POINT (340214.13588784233 2171031.113636899)
Iowa,Buena Vista County,20808,19021,67552,POINT (69108.3648906459 2193458.3386055306)
Iowa,Butler County,14334,19023,67233,POINT (261248.24361290943 2197144.6723288344)
Iowa,Calhoun County,9895,19025,64634,POINT (111226.91978984656 2154787.6024551936)
Iowa,Carroll County,20734,19027,73643,POINT (93706.5848523328 2115515.4814985865)
Iowa,Cass County,13115,19029,61204,POINT (89038.39084357531 2036601.881484085)
Iowa,Cedar County,18483,19031,71563,POINT (401558.9695857904 2095734.651463267)
Iowa,Cerro Gordo County,43021,19033,63279,POINT (221792.9796418067 2235038.1180736255)
Iowa,Cherokee County,11658,19035,65985,POINT (30614.48423924586 2193197.769525993)
Iowa,Chickasaw County,11985,19037,74077,POINT (298259.93855182466 2235194.433859689)
Iowa,Clarke County,9730,19039,65129,POINT (184709.91509062552 2004401.0349897863)
Iowa,Clay County,16337,19041,68542,POINT (68764.93366720909 2232227.20771145)
Iowa,Clayton County,17034,19043,64486,POINT (378482.7893412197 2214595.3684495846)
Iowa,Clinton County,46432,19045,61136,POINT (450215.25267289847 2112752.107516821)
Iowa,Crawford County,16492,19047,67363,POINT (50813.11294898573 2115240.5473972773)
Iowa,Dallas County,100544,19049,109138,POINT (161853.5482026312 2077400.5606344345)
Iowa,Davis County,9115,19051,65201,POINT (300554.40551281796 1976422.0135289389)
Iowa,Decatur County,7733,19053,51749,POINT (185374.37558553327 1971747.3946810956)
Iowa,Delaware County,17454,19055,74017,POINT (378467.15193537856 2172817.18759106)
Iowa,Des Moines County,38856,19057,59688,POINT (402205.0969637197 2000239.5406452464)
Iowa,Dickinson County,17773,19059,75406,POINT (68466.39930876084 2265217.1705431337)
Iowa,Dubuque County,99310,19061,73492,POINT (418034.2786447971 2174520.1048948914)
Iowa,Emmet County,9342,19063,56834,POINT (106563.71435786173 2265649.506414726)
Iowa,Fayette County,19448,19065,56599,POINT (337562.9034331476 2214741.175190946)
Iowa,Floyd County,15593,19067,64553,POINT (260070.9715729064 2233807.7855311423)
Iowa,Franklin County,9995,19069,63775,POINT (222807.31875402297 2196050.6596860536)
Iowa,Fremont County,6567,19071,69018,POINT (33392.23362290897 1970553.912756519)
Iowa,Greene County,8750,19073,63562,POINT (131833.61265444028 2116062.936766497)
Iowa,Grundy County,12347,19075,79386,POINT (262640.8159199322 2160292.386438293)
Iowa,Guthrie County,10619,19077,72701,POINT (123864.11424901876 2076510.768906487)
Iowa,Hamilton County,15011,19079,68795,POINT (187994.1527200895 2156110.359201913)
Iowa,Hancock County,10758,19081,67498,POINT (183469.8445295554 2234029.841940239)
Iowa,Hardin County,16826,19083,59622,POINT (226060.49504721304 2157092.140491476)
Iowa,Harrison County,14567,19085,73457,POINT (15239.362095268049 2075500.8660035497)
Iowa,Henry County,20447,19087,63702,POINT (371724.663889132 2006318.665994672)
Iowa,Howard County,9497,19089,66979,POINT (297033.4445613365 2268300.2302214135)
Iowa,Humboldt County,9597,19091,71521,POINT (145838.2760075994 2199113.13571234)
Iowa,Ida County,7029,19093,67696,POINT (39800.64912395361 2154285.3101167777)
Iowa,Iowa County,16653,19095,72948,POINT (325133.5744291582 2082549.6088009456)
Iowa,Jackson County,19453,19097,64792,POINT (445074.2892956004 2142860.6901045884)
Iowa,Jasper County,37818,19099,69047,POINT (243271.54233013792 2079529.608104495)
Iowa,Jefferson County,15699,19101,59603,POINT (337818.4047105648 2009775.2926008457)
Iowa,Johnson County,153052,19103,74909,POINT (364574.68122206826 2082640.4841331164)
Iowa,Jones County,20654,19105,70671,POINT (399650.62099718506 2134705.663558838)
Iowa,Keokuk County,10012,19107,65653,POINT (317280.9460200228 2043040.459625041)
Iowa,Kossuth County,14791,19109,65510,POINT (144963.3040480183 2246823.7852119165)
Iowa,Lee County,33529,19111,59017,POINT (378779.9897611979 1967876.5540089924)
Iowa,Linn County,230433,19113,74134,POINT (361586.4379751673 2128140.8012080216)
Iowa,Louisa County,10825,19115,70953,POINT (394067.23242158664 2033276.86884188)
Iowa,Lucas County,8620,19117,60245,POINT (222855.62738353293 2005445.0025677208)
Iowa,Lyon County,11923,19119,74061,POINT (-16875.579080212523 2265303.335710685)
Iowa,Madison County,16628,19121,80887,POINT (164783.94489645705 2037783.982338925)
Iowa,Mahaska County,22162,19123,68759,POINT (278917.9909852291 2041446.2550919156)
Iowa,Marion County,33414,19125,73451,POINT (240861.669862226 2040111.0397593628)
Iowa,Marshall County,40091,19127,69818,POINT (246706.6337547448 2118819.696135248)
Iowa,Mills County,14418,19129,75835,POINT (31759.805397965865 2002761.787278976)
Iowa,Mitchell County,10586,19131,65132,POINT (258996.005472018 2266884.30353404)
Iowa,Monona County,8742,19133,60237,POINT (3503.028119446888 2116771.2259839857)
Iowa,Monroe County,7596,19135,66176,POINT (261099.7837412999 2006646.469644001)
Iowa,Montgomery County,10330,19137,58895,POINT (70359.95978854276 2002690.9488546415)
Iowa,Muscatine County,43155,19139,69096,POINT (404887.6928374077 2063567.865142098)
Iowa,O'Brien County,14149,19141,67470,POINT (30392.859273157832 2232050.600829409)
Iowa,Osceola County,6200,19143,64993,POINT (30303.565754308656 2265012.9269622066)
Iowa,Page County,15200,19145,60567,POINT (71206.753662696 1970117.6203925072)
Iowa,Palo Alto County,8993,19147,65438,POINT (107050.17265205082 2232604.470137555)
Iowa,Plymouth County,25694,19149,79431,POINT (-17391.11962575087 2193435.3765884265)
Iowa,Pocahontas County,7068,19151,61927,POINT (107559.65931711873 2193756.5706584915)
Iowa,Polk County,493039,19153,77369,POINT (200149.95223663727 2078418.256987509)
Iowa,Pottawattamie County,93655,19155,68712,POINT (38279.417734345894 2036764.1817284788)
Iowa,Poweshiek County,18628,19157,69566,POINT (286554.0454935457 2081040.3117365008)
Iowa,Ringgold County,4643,19159,60061,POINT (147093.5677039722 1970696.0506882176)
Iowa,Sac County,9800,19161,72499,POINT (73184.54256981071 2154451.8759781662)
Iowa,Scott County,174617,19163,68576,POINT (444629.49427270715 2083234.901362506)
Iowa,Shelby County,11727,19165,71628,POINT (57010.7137708719 2075877.3479092373)
Iowa,Sioux County,35897,19167,75994,POINT (-14316.448424958977 2231927.9987226245)
Iowa,Story County,98651,19169,68720,POINT (208413.88540100615 2117738.254310773)
Iowa,Tama County,17044,19171,66295,POINT (284855.3873189099 2125038.3032428934)
Iowa,Taylor County,5861,19173,56021,POINT (109062.6535113954 1970298.7279687324)
Iowa,Union County,12128,19175,55812,POINT (146599.5964082804 2003458.932703313)
Iowa,Van Buren County,7218,19177,64550,POINT (339007.2554648118 1978590.2324131548)
Iowa,Wapello County,35327,19179,61555,POINT (299400.37204538105 2008086.9079571976)
Iowa,Warren County,52591,19181,90943,POINT (202610.03708174097 2039160.578649093)
Iowa,Washington County,22541,19183,70539,POINT (355555.8907447761 2044590.855190362)
Iowa,Wayne County,6502,19185,58000,POINT (223792.1752966858 1972989.3658563911)
Iowa,Webster County,36991,19187,67110,POINT (148812.5219834075 2160251.118443211)
Iowa,Winnebago County,10656,19189,66776,POINT (182720.06763658157 2267049.1512591117)
Iowa,Winneshiek County,20051,19191,72032,POINT (335463.86864540196 2262522.115862834)
Iowa,Woodbury County,105952,19193,66830,POINT (-3758.9653324377578 2154534.151202137)
Iowa,Worth County,7430,19195,71329,POINT (220868.8169398851 2268052.8711145483)
Iowa,Wright County,12923,19197,67291,POINT (184349.6019456421 2195077.3896663063)
Kansas,Allen County,12537,20001,50995,POINT (60964.80234804939 1650223.6785045906)
Kansas,Anderson County,7841,20003,59683,POINT (61339.029291215826 1687060.5455579036)
Kansas,Atchison County,16325,20005,59085,POINT (58884.01340049546 1834741.595949258)
Kansas,Barber County,4203,20007,59845,POINT (-235916.40909658332 1579735.5933004017)
Kansas,Barton County,25426,20009,56711,POINT (-238163.17353943325 1719960.4302281137)
Kansas,Bourbon County,14333,20011,44954,POINT (100338.93330517902 1647199.0046795555)
Kansas,Brown County,9479,20013,56391,POINT (36966.149242289015 1867624.6225742584)
Kansas,Butler County,67389,20015,80214,POINT (-73174.35697331249 1638628.6658190717)
Kansas,Chase County,2575,20017,58580,POINT (-51594.842368418525 1696933.937870726)
Kansas,Chautauqua County,3380,20019,49457,POINT (-21592.25015930712 1567601.2530183909)
Kansas,Cherokee County,19301,20021,54965,POINT (101479.15371763348 1570345.320023941)
Kansas,Cheyenne County,2612,20023,56500,POINT (-486194.1710323504 1877650.5274588792)
Kansas,Clark County,1977,20025,58914,POINT (-335522.97145486163 1583820.5837329698)
Kansas,Clay County,8127,20027,59021,POINT (-99492.33868343449 1814683.777472236)
Kansas,Cloud County,9018,20029,52483,POINT (-140570.99720901024 1829978.209963189)
Kansas,Coffey County,8362,20031,69100,POINT (23079.64859670301 1689367.838055551)
Kansas,Comanche County,1682,20033,53657,POINT (-287590.8954800789 1577130.859742629)
Kansas,Cowley County,34535,20035,56416,POINT (-73621.33157290988 1577735.624392085)
Kansas,Crawford County,38951,20037,51835,POINT (100479.73831561473 1608161.1989512749)
Kansas,Decatur County,2747,20039,51152,POINT (-378360.7038382073 1871729.216698859)
Kansas,Dickinson County,18367,20041,63136,POINT (-99307.43736538597 1760481.7621873834)
Kansas,Doniphan County,7468,20043,64608,POINT (72942.88582743409 1863850.1730156743)
Kansas,Douglas County,118787,20045,67482,POINT (60803.0841303224 1762254.5423111818)
Kansas,Edwards County,2884,20047,55777,POINT (-288512.1571888127 1655240.455102041)
Kansas,Elk County,2472,20049,47094,POINT (-21353.707443585292 1601614.3215689345)
Kansas,Ellis County,28951,20051,61675,POINT (-284926.3479609507 1770319.18973602)
Kansas,Ellsworth County,6371,20053,63636,POINT (-189931.9840089089 1743146.123999548)
Kansas,Finney County,38310,20055,69966,POINT (-411750.1754782573 1677965.638571765)
Kansas,Ford County,34218,20057,67714,POINT (-339504.7957379595 1635187.8475391408)
Kansas,Franklin County,26015,20059,67263,POINT (61590.5095146599 1726328.133607656)
Kansas,Geary County,36766,20061,60026,POINT (-65002.233898497696 1775029.5628872456)
Kansas,Gove County,2716,20063,64037,POINT (-384945.2726186433 1774569.943077992)
Kansas,Graham County,2406,20065,53233,POINT (-331502.78668123775 1820904.7607962436)
Kansas,Grant County,7326,20067,66022,POINT (-464192.913705991 1626739.3284312224)
Kansas,Gray County,5640,20069,77761,POINT (-387155.9480188894 1642528.0537620033)
Kansas,Greeley County,1275,20071,72300,POINT (-501418.2723299071 1732040.2133988396)
Kansas,Greenwood County,5975,20073,52145,POINT (-20261.694622657356 1649104.286212828)
Kansas,Hamilton County,2487,20075,63442,POINT (-503494.9331607995 1678142.959602832)
Kansas,Harper County,5467,20077,52893,POINT (-182518.25508174073 1574243.0384376356)
Kansas,Harvey County,33996,20079,73854,POINT (-124087.50574746844 1668587.0326670508)
Kansas,Haskell County,3760,20081,69971,POINT (-426021.49736191105 1624666.5107260193)
Kansas,Hodgeman County,1738,20083,67478,POINT (-338579.469831332 1679644.1924103666)
Kansas,Jackson County,13238,20085,70445,POINT (17603.626795596163 1821631.1944254744)
Kansas,Jefferson County,18325,20087,75774,POINT (52778.73869642666 1801391.4970123568)
Kansas,Jewell County,2929,20089,56144,POINT (-188257.09022436885 1865049.8628625511)
Kansas,Johnson County,611161,20091,99174,POINT (101184.1763696993 1762701.6364503098)
Kansas,Kearny County,3960,20093,75773,POINT (-462644.44240673527 1675788.184719605)
Kansas,Kingman County,7420,20095,65597,POINT (-186922.293343891 1615538.3375553794)
Kansas,Kiowa County,2453,20097,61700,POINT (-287443.56582021556 1618328.8292347009)
Kansas,Labette County,20160,20099,52318,POINT (61685.8325014275 1572399.297118703)
Kansas,Lane County,1570,20101,64934,POINT (-385787.880050368 1725824.1560247063)
Kansas,Leavenworth County,81961,20103,79117,POINT (82462.30809297788 1797931.2956713464)
Kansas,Lincoln County,2946,20105,58049,POINT (-189277.6017575118 1782227.216850672)
Kansas,Linn County,9591,20107,59651,POINT (100383.81644531238 1687282.3768444387)
Kansas,Logan County,2743,20109,63204,POINT (-442032.7522303598 1777631.3920791915)
Kansas,Lyon County,32113,20111,55863,POINT (-13205.505718964068 1713897.068460115)
Kansas,McPherson County,30184,20113,73766,POINT (-142550.66797845066 1707983.1789122713)
Kansas,Marion County,11787,20115,64337,POINT (-95075.0942203255 1703553.255063053)
Kansas,Marshall County,10022,20117,58942,POINT (-44374.14195914883 1862844.1301563708)
Kansas,Meade County,4062,20119,68038,POINT (-383444.2021756405 1586297.1455133697)
Kansas,Miami County,34219,20121,82606,POINT (100269.67439205444 1726637.7382843036)
Kansas,Mitchell County,5778,20123,63929,POINT (-188503.76086418732 1821200.04087196)
Kansas,Montgomery County,31400,20125,54955,POINT (22573.114029630822 1572339.9438091866)
Kansas,Morris County,5370,20127,60741,POINT (-55920.74606947264 1740244.8704121104)
Kansas,Morton County,2703,20129,62896,POINT (-509640.6626658096 1587762.325177326)
Kansas,Nemaha County,10263,20131,72719,POINT (-1181.4491767834188 1862698.2592356063)
Kansas,Neosho County,15905,20133,49322,POINT (60653.81475904951 1613545.1310047498)
Kansas,Ness County,2679,20135,61539,POINT (-338259.9464336887 1723583.668175613)
Kansas,Norton County,5452,20137,56604,POINT (-331171.2175372297 1869624.5336938913)
Kansas,Osage County,15740,20139,62995,POINT (23528.406929505338 1735976.663544987)
Kansas,Osborne County,3491,20141,53971,POINT (-236283.69713177384 1817624.9065779224)
Kansas,Ottawa County,5731,20143,69542,POINT (-141325.35077498358 1790992.9481963422)
Kansas,Pawnee County,6248,20145,47939,POINT (-280797.3428585878 1687917.662665042)
Kansas,Phillips County,4959,20147,58834,POINT (-283997.3576113439 1867847.6501201903)
Kansas,Pottawatomie County,25421,20149,85822,POINT (-29501.666748293643 1817471.9747224976)
Kansas,Pratt County,9139,20151,65812,POINT (-239365.26414753584 1626820.0656654048)
Kansas,Rawlins County,2574,20153,59116,POINT (-430638.50099681533 1874427.9523327104)
Kansas,Reno County,61894,20155,57663,POINT (-181446.8015315271 1659348.2041786932)
Kansas,Republic County,4672,20157,53974,POINT (-139985.2037721382 1868930.259963307)
Kansas,Rice County,9385,20159,61727,POINT (-190525.30560712895 1703649.9383650764)
Kansas,Riley County,72011,20161,55876,POINT (-62716.37012446647 1807560.999074572)
Kansas,Rooks County,4886,20163,57029,POINT (-283847.6535383653 1819136.6572768292)
Kansas,Rush County,2944,20165,56629,POINT (-285691.6562071088 1726410.1340874864)
Kansas,Russell County,6673,20167,48754,POINT (-237276.517375911 1768799.4393389914)
Kansas,Saline County,54248,20169,57563,POINT (-142145.19189803163 1751919.9651419686)
Kansas,Scott County,5133,20171,71121,POINT (-423808.7761827346 1727810.138696229)
Kansas,Sedgwick County,524837,20173,64720,POINT (-127606.79355551644 1628438.606950207)
Kansas,Seward County,21857,20175,63579,POINT (-426356.92843280965 1583292.8041848256)
Kansas,Shawnee County,178711,20177,61255,POINT (20950.493848926104 1779541.5713710762)
Kansas,Sheridan County,2443,20179,62918,POINT (-379144.5167731077 1823028.8393734011)
Kansas,Sherman County,5902,20181,57044,POINT (-488098.8784580421 1829012.452472627)
Kansas,Smith County,3559,20183,52101,POINT (-236403.00467491496 1866369.371358036)
Kansas,Stafford County,4052,20185,58019,POINT (-236255.7071525209 1669682.7909402505)
Kansas,Stanton County,2085,20187,76137,POINT (-505797.3548676956 1629263.885195524)
Kansas,Stevens County,5246,20189,69320,POINT (-466856.3781123055 1585352.9827563164)
Kansas,Sumner County,22323,20191,62921,POINT (-129813.58829719327 1578310.7102412349)
Kansas,Thomas County,7933,20193,62916,POINT (-431461.5381507461 1825754.708302135)
Kansas,Trego County,2804,20195,54628,POINT (-332595.65097281913 1772133.762474853)
Kansas,Wabaunsee County,6890,20197,68435,POINT (-17359.39233906845 1770002.8184964345)
Kansas,Wallace County,1512,20199,62309,POINT (-494813.1833759837 1780608.792888746)
Kansas,Washington County,5526,20201,63797,POINT (-92304.522651353 1863319.8617695407)
Kansas,Wichita County,2149,20203,68225,POINT (-461820.0352668258 1729814.610265855)
Kansas,Wilson County,8586,20205,52064,POINT (22467.505452739617 1613477.5245478677)
Kansas,Woodson County,3099,20207,49477,POINT (22644.44566648759 1650148.6495157236)
Kansas,Wyandotte County,168920,20209,58701,POINT (105895.84030893382 1788746.464915396)
Kentucky,Adair County,18881,21001,44153,POINT (941631.6051090352 1615631.391198911)
Kentucky,Allen County,20572,21003,61655,POINT (865780.0010073256 1567672.930871548)
Kentucky,Anderson County,23892,21005,66846,POINT (955282.2600565652 1718967.0545836063)
Kentucky,Ballard County,7714,21007,56605,POINT (616589.5471391684 1580040.9150595288)
Kentucky,Barren County,44511,21009,50658,POINT (886236.527393921 1593774.873782989)
Kentucky,Bath County,12717,21011,48260,POINT (1060815.0453707145 1747826.8876035812)
Kentucky,Bell County,23982,21013,33923,POINT (1087148.8020394405 1591481.762221227)
Kentucky,Boone County,136476,21015,90265,POINT (965444.9932039832 1828945.422508673)
Kentucky,Bourbon County,20284,21017,56879,POINT (1019322.0652762522 1749119.3643927977)
Kentucky,Boyd County,48206,21019,55397,POINT (1148577.5439723914 1783955.777830924)
Kentucky,Boyle County,30761,21021,57975,POINT (971348.1823443684 1677981.3426175583)
Kentucky,Bracken County,8405,21023,58301,POINT (1023945.9896619016 1804612.205637696)
Kentucky,Breathitt County,13701,21025,36300,POINT (1106793.4140308332 1683352.7069152344)
Kentucky,Breckinridge County,20445,21027,52400,POINT (833650.9598475154 1679476.8373306112)
Kentucky,Bullitt County,82364,21029,77192,POINT (895398.2327690652 1708261.4036897332)
Kentucky,Butler County,12317,21031,50824,POINT (817375.7481819869 1614305.4535362986)
Kentucky,Caldwell County,12636,21033,51553,POINT (714510.7683282119 1597867.382010027)
Kentucky,Calloway County,37601,21035,51949,POINT (683902.6895474645 1536113.7201898114)
Kentucky,Campbell County,93134,21037,74149,POINT (995414.3909332004 1829548.27408332)
Kentucky,Carlisle County,4805,21039,54535,POINT (620684.3381812331 1557352.1005698084)
Kentucky,Carroll County,10835,21041,59226,POINT (935250.1720811976 1791041.56037402)
Kentucky,Carter County,26614,21043,48285,POINT (1118028.4203271142 1774638.0130706648)
Kentucky,Casey County,15921,21045,43539,POINT (969736.8446068064 1643758.7731046882)
Kentucky,Christian County,72748,21047,56610,POINT (750270.8006289348 1572340.5839749677)
Kentucky,Clark County,37047,21049,61641,POINT (1028455.9626183832 1723621.637858905)
Kentucky,Clay County,20309,21051,34473,POINT (1077880.9483411897 1638961.0842381318)
Kentucky,Clinton County,9228,21053,41739,POINT (959391.5400439564 1574943.0340273706)
Kentucky,Crittenden County,9003,21055,50452,POINT (693350.8406846932 1619793.5646920884)
Kentucky,Cumberland County,5859,21057,48864,POINT (936029.5911651182 1579444.6907303063)
Kentucky,Daviess County,103398,21059,65949,POINT (776681.0192724889 1669034.2417103627)
Kentucky,Edmonson County,12147,21061,51402,POINT (856542.338157238 1618559.0398323953)
Kentucky,Elliott County,7335,21063,40312,POINT (1117122.6289687203 1751768.014408071)
Kentucky,Estill County,14160,21065,39402,POINT (1048845.4123621378 1695031.4256081618)
Kentucky,Fayette County,322628,21067,63667,POINT (1000847.896757778 1727904.0098947058)
Kentucky,Fleming County,15098,21069,50012,POINT (1061870.5879257645 1772855.2575850084)
Kentucky,Floyd County,35802,21071,37296,POINT (1155902.4090259832 1693911.153313603)
Kentucky,Franklin County,51603,21073,58456,POINT (961942.2966676494 1745836.2732018395)
Kentucky,Fulton County,6511,21075,40409,POINT (602438.7898994235 1522181.4227638035)
Kentucky,Gallatin County,8675,21077,59175,POINT (957222.0620766418 1803526.589143222)
Kentucky,Garrard County,16964,21079,57748,POINT (999891.6946140656 1682746.3433108586)
Kentucky,Grant County,25014,21081,66458,POINT (978435.3306186432 1794266.472866258)
Kentucky,Graves County,36530,21083,53408,POINT (649607.2477419138 1544829.3808844192)
Kentucky,Grayson County,26456,21085,52130,POINT (844696.6445428652 1645527.3347125044)
Kentucky,Green County,11131,21087,46169,POINT (915816.038737673 1630811.249934922)
Kentucky,Greenup County,35890,21089,54462,POINT (1125652.5343566097 1801345.537686647)
Kentucky,Hancock County,9104,21091,66300,POINT (802227.6824499199 1683574.0733538894)
Kentucky,Hardin County,110840,21093,61920,POINT (874956.9268375589 1675165.8848279994)
Kentucky,Harlan County,26758,21095,36022,POINT (1125516.6466810587 1610536.420575126)
Kentucky,Harrison County,18721,21097,60962,POINT (1006542.2293088388 1774212.9730479682)
Kentucky,Hart County,19296,21099,47229,POINT (886531.1307887323 1631535.877268362)
Kentucky,Henderson County,44673,21101,55530,POINT (734000.9383932861 1672238.5886110817)
Kentucky,Henry County,15693,21103,65068,POINT (938892.6336454834 1767025.9217725298)
Kentucky,Hickman County,4530,21105,53838,POINT (621090.2874535329 1537801.5556925065)
Kentucky,Hopkins County,45365,21107,52198,POINT (741178.6332047284 1618409.2979002718)
Kentucky,Jackson County,12968,21109,41007,POINT (1049367.2495362768 1664016.8953832334)
Kentucky,Jefferson County,782896,21111,64719,POINT (895393.2107560291 1732509.150120807)
Kentucky,Jessamine County,53019,21113,69216,POINT (992451.4870788668 1708075.5792121512)
Kentucky,Johnson County,22648,21115,42877,POINT (1144499.1353523482 1725585.7794432023)
Kentucky,Kenton County,169276,21117,77284,POINT (982373.4654582392 1827463.272034524)
Kentucky,Knott County,14163,21119,38456,POINT (1141019.459116935 1668882.3441508804)
Kentucky,Knox County,30185,21121,36573,POINT (1069413.4388714295 1607113.2312910547)
Kentucky,Larue County,14877,21123,53939,POINT (899537.5515547169 1660692.6893508895)
Kentucky,Laurel County,62735,21125,50721,POINT (1043679.5416803776 1628405.2084977364)
Kentucky,Lawrence County,16302,21127,42776,POINT (1149485.8210048904 1751212.190239909)
Kentucky,Lee County,7364,21129,34632,POINT (1071207.6947099995 1686898.2234691328)
Kentucky,Leslie County,10471,21131,36666,POINT (1107948.9022533598 1634784.4651163584)
Kentucky,Letcher County,21468,21133,37854,POINT (1153400.067683186 1644452.600114084)
Kentucky,Lewis County,13088,21135,44098,POINT (1086787.5277841417 1794679.550216595)
Kentucky,Lincoln County,24248,21137,49814,POINT (991605.2867668988 1660968.083714231)
Kentucky,Livingston County,8872,21139,55355,POINT (671980.144159334 1601498.2817479128)
Kentucky,Logan County,27515,21141,56823,POINT (804505.653337623 1573645.5856339775)
Kentucky,Lyon County,8678,21143,58938,POINT (697333.8909933657 1582164.0259503268)
Kentucky,McCracken County,67926,21145,60026,POINT (642099.5177034232 1581413.7075514516)
Kentucky,McCreary County,16852,21147,35443,POINT (1016566.0177649216 1583164.3620592128)
Kentucky,McLean County,9133,21149,55555,POINT (763289.683593157 1645262.1420332678)
Kentucky,Madison County,92990,21151,60994,POINT (1021426.2867810607 1694159.8842184022)
Kentucky,Magoffin County,11605,21153,35669,POINT (1126012.0800282443 1706860.464096464)
Kentucky,Marion County,19594,21155,53676,POINT (937075.7928448218 1665600.962043135)
Kentucky,Marshall County,31688,21157,64395,POINT (676717.2734950534 1564650.6243427407)
Kentucky,Martin County,11250,21159,34435,POINT (1172402.254802828 1723730.107614471)
Kentucky,Mason County,17137,21161,49029,POINT (1047885.8691326838 1796718.9509697496)
Kentucky,Meade County,30028,21163,69632,POINT (850480.0215528961 1702369.059076741)
Kentucky,Menifee County,6142,21165,43226,POINT (1076379.944339764 1726526.5410308468)
Kentucky,Mercer County,22652,21167,65292,POINT (967894.6049223682 1698777.7023788362)
Kentucky,Metcalfe County,10285,21169,44973,POINT (912373.3899487668 1599966.248720887)
Kentucky,Monroe County,11320,21171,45872,POINT (908357.9049821306 1567719.2553891663)
Kentucky,Montgomery County,28105,21173,55924,POINT (1047924.2318677932 1733196.173991233)
Kentucky,Morgan County,13732,21175,41863,POINT (1106331.102674774 1728673.791892651)
Kentucky,Muhlenberg County,30897,21177,48190,POINT (777199.8112154043 1610997.3171309591)
Kentucky,Nelson County,46779,21179,66681,POINT (916834.0449794902 1691645.193193308)
Kentucky,Nicholas County,7540,21181,51100,POINT (1034678.3493146882 1765506.0042400798)
Kentucky,Ohio County,23744,21183,50275,POINT (799951.5096881508 1642784.1350827531)
Kentucky,Oldham County,67696,21185,116173,POINT (910980.760047725 1758050.0760495283)
Kentucky,Owen County,11302,21187,60592,POINT (963073.0504017737 1777439.6672066632)
Kentucky,Owsley County,4032,21189,32783,POINT (1076402.7187093927 1668615.5905844683)
Kentucky,Pendleton County,14647,21191,65727,POINT (1000743.4872078636 1802226.6605928289)
Kentucky,Perry County,28369,21193,43945,POINT (1118753.1478220252 1654075.00628364)
Kentucky,Pike County,58447,21195,41837,POINT (1187799.8492192705 1688680.4027358626)
Kentucky,Powell County,13099,21197,42434,POINT (1058625.810795514 1711962.3376901925)
Kentucky,Pulaski County,65112,21199,46380,POINT (1003289.4835499714 1622857.0896695645)
Kentucky,Robertson County,2184,21201,53456,POINT (1029343.5688221778 1785822.639852488)
Kentucky,Rockcastle County,16063,21203,45161,POINT (1022807.1647914058 1654790.457449311)
Kentucky,Rowan County,24721,21205,50498,POINT (1088146.590844636 1756780.168159112)
Kentucky,Russell County,17997,21207,44425,POINT (962368.0330821342 1605429.7610350866)
Kentucky,Scott County,57535,21209,86169,POINT (986790.0566759394 1755354.805412596)
Kentucky,Shelby County,48255,21211,81815,POINT (935146.5945134456 1740119.5069387867)
Kentucky,Simpson County,19629,21213,58550,POINT (831945.9189900624 1562956.7427462586)
Kentucky,Spencer County,19503,21215,101552,POINT (925951.0417474709 1718490.5091482862)
Kentucky,Taylor County,25994,21217,52414,POINT (933822.6908372656 1644433.6390611003)
Kentucky,Todd County,12283,21219,53280,POINT (778242.8112780685 1568749.2065293752)
Kentucky,Trigg County,14081,21221,56433,POINT (717415.0267068575 1559898.2436197612)
Kentucky,Trimble County,8463,21223,65828,POINT (917812.8949697118 1782799.0984599488)
Kentucky,Union County,13650,21225,58223,POINT (703175.0639826203 1654729.215528754)
Kentucky,Warren County,135033,21227,60651,POINT (842570.211371655 1593121.6554846212)
Kentucky,Washington County,12038,21229,59937,POINT (942721.6765652203 1689229.4692412976)
Kentucky,Wayne County,19543,21231,39863,POINT (985491.2968091792 1586698.3479992552)
Kentucky,Webster County,13022,21233,56052,POINT (727444.4825412076 1641085.5942594649)
Kentucky,Whitley County,36694,21235,43604,POINT (1045795.3524237372 1588836.6438076866)
Kentucky,Wolfe County,6557,21237,37718,POINT (1088567.5479112742 1705356.2358987092)
Kentucky,Woodford County,26907,21239,76633,POINT (976414.0313684548 1725403.0615371233)
Louisiana,Acadia Parish,57481,22001,42981,POINT (344605.79102716444 808714.4558430202)
Louisiana,Allen Parish,22688,22003,51423,POINT (303573.7509721244 847050.3600548969)
Louisiana,Ascension Parish,126983,22005,81284,POINT (488820.82770138007 805112.7977646572)
Louisiana,Assumption Parish,20963,22007,54403,POINT (476055.13352930656 770578.3124646413)
Louisiana,Avoyelles Parish,39640,22009,41587,POINT (380220.99698470137 897185.7682961873)
Louisiana,Beauregard Parish,36608,22011,64394,POINT (254150.19096967595 844939.7396380518)
